progressID,userID,lessonID,progress
65,clwqfhiho0001srqbpw8iql9x,2,0
66,clwqfhiho0001srqbpw8iql9x,3,0
67,"clwSge1LIne5COIufRgwuo1Hs",1,15
68,"clwwXd9pdpTPSXCK9vJoYREqV",1,23
69,"clwz3jJ8bXiwotxIYLiGTgAcQ",1,2
70,"clwK5fkEwSUiDXqdAZxp6aWKR",1,21
71,"clweQi5lqqDnxiLejd13WcNpJ",1,21
72,"clw9IVP9vEn6VRDRYv9s9I45U",1,17
73,"clwW9hXuJi65gsiCHy3ySJ6sp",1,11
74,"clwRIH1MywKjq5OGKSnWNgun3",1,24
75,"clwdc1jObAYDDnaSTO2USa2G5",1,12
76,"clwRqi0m6yhkXckY6Mso7IU9D",1,10
77,"clwew3r3SSoMBLaDptbTc5N1E",1,20
78,"clwPs8s6ogwmkyHwMXpre80zq",1,18
79,"clwj1PGR4LPFGLFFuBx0pmGhK",1,22
80,"clwMkgvYUKikm6MdM0zUiXGO4",1,8
81,"clwEcMIR8WYuavz8lEQqtW6C2",1,19
82,"clwyntuv6e7S48RuVc9rQ3jzK",1,18
83,"clwYrTDUj9QWvznka2cXR3N0W",1,14
84,"clwu470XndfdCwyJp5VzqqyYl",1,23
85,"clw3yMCjYo1a2sA5Va4WU4sge",1,11
86,"clwoS0D0C9xrZUAQ37DIB5cZA",1,0
87,"clwBRh5gpjIARF7eq9J2P24GU",1,11
88,"clwXjkAXEx4whBsenEddWwpTd",1,2
89,"clwKepYW5YZTmPs5xrXu6Xm0D",1,10
90,"clw8bYSTfqnSrofbx4chAxtHE",1,18
91,"clwZoFfuWj1r93kiP25BASYAq",1,7
92,"clwKMsm0SrVmFgDzYo0jcCqbh",1,10
93,"clw3WIEeiM3vIt0LtTAoywjke",1,22
94,"clw1HeDE8Uz3K1BeBmhkYUfTF",1,15
95,"clwP39XGxmRtDwUv0yn44yW5G",1,1
96,"clws09lfw0uhXSNrxbhZP5rfH",1,8
97,"clwzuyJSCcPGvxTsuUKXeXaqj",1,8
98,"clwqZcIpvPX6Lp3AUeAel56N2",1,0
99,"clwXX4vjJmzgWtR2cw4hXjpPX",1,17
100,"clwqWPyxWFhq9CjpN36SEXswP",1,17
101,"clwoTGp2MVHDUlKMqNwUiCtrL",1,5
102,"clwxrdDVsi14oCqZcV4GKnAnk",1,12
103,"clwkgzTQLEb6pssMsCvKI4sdJ",1,17
104,"clwERzhV91hE0HnkduLRIBjAl",1,9
105,"clwhBASQAYymaFgHioDZcRr2d",1,7
106,"clwy5674d6fb39JrgQ3lLene0",1,4
107,"clwXIx1bSj4g6BCNhnpTRaQfJ",1,15
108,"clwiMSEntN2Su9QzHdWD2T7dP",1,17
109,"clwnsoP4LV9SbMFP7tjxPS7xk",1,3
110,"clwZAfV7Pd2aED3GQNxDBZDqF",1,16
111,"clwkUUr2ADSkFnu9fIK8Em6jC",1,4
112,"clwXT1tNQkxHwRv59SHzQaYBi",1,13
113,"clwhoA1KBmqYFe2m8w82pwXGi",1,7
114,"clwavAtV1GiwjAwR7yXEAVYY4",1,2
115,"clwSeVYbsSkoQL4vjNlTGgtUD",1,15
116,"clwIHRhWhd8i0TIPyXmVkScec",1,23
117,"clw4eE1bHyU1y4pbK09q7XzuM",1,4
118,"clwkYNTSQdzuDxXK5UMzLuqAx",1,0
119,"clwzExk1qJfjIy5ikrQwVwjd6",1,14
120,"clwuy1ZABNJoNIDAlWUUrxwZv",1,19
121,"clwP7kBrPfrtE2ojLurMPKxle",1,17
122,"clwi063drl56BzBmbZta0Cgwf",1,23
123,"clwXwUKoyAAgsnofSfITnREvc",1,18
124,"clw5VrLBACzkRsaTyOI1xhdYn",1,8
125,"clwCuEDujVT7KJPiIP7p3rxxM",1,9
126,"clwAc4TitosU7oGNaG8ulZYiT",1,6
127,"clwG1pXx2YoCovX4OorlnhFbI",1,4
128,"clw9OlSnZ8wlN6gVZOwGzEiGb",1,17
129,"clwSKBXGxHxB7PS7UKr9A5epB",1,5
130,"clwoaPhfO71GnO2o0Bt4cGK3x",1,8
131,"clwrMcjB1gaRAWoRcQpRjKtZu",1,23
132,"clwb7BZIKHII5lI4owHTBoAI9",1,23
133,"clwdrFCTspEPe7YjxQWJPKfIm",1,4
134,"clwlRjiWhg1KbX2LRcw4gCghN",1,13
135,"clwMJp2piLAw2tI6JYwvKV5MD",1,23
136,"clw8Osugh7th6TWv57sotnBLR",1,1
137,"clwXaUCHsr9GqAIakK7PS5nfC",1,5
138,"clwRZe8mVOJbCi4DTpWgChY4Q",1,20
139,"clwi8lbWEKNmsrbRJYKOJhaZw",1,16
140,"clwLJCG0EPFj4iuxA9gTxJ8Y1",1,7
141,"clwzfQynU59ETzkl2VKWCAmz4",1,24
142,"clwwci8jaz4GtX86Ry0BF5yBu",1,19
143,"clwAGDaG28egJutrPfSQm24kK",1,14
144,"clwqH3Xhxp98hxJSdMMeNz0PR",1,2
145,"clwcq6umCvZYaSTH9dtuwxTlJ",1,1
146,"clwYO3pxKT5R7HUZB04UctWLl",1,7
147,"clwkysSGKNsCFdUTGFRFiGj8j",1,3
148,"clwZ7cJTv9khIG9oFEfdpFog4",1,6
149,"clwW8IxZY3Hrx3jW05m0k9evS",1,20
150,"clwkjB1VkscDbzRaMr2WwYqCp",1,18
151,"clwZLMZcOwX85Qh9WAD8a7Dqm",1,22
152,"clwKvTQ1eKFmzUFMX2o2O8GSA",1,1
153,"clwutGTULu953HlFWfAAhRe2Z",1,23
154,"clwu3T3Nl5ceAXiypoMlzj285",1,10
155,"clwl7hXsc2dy7NUovNrATwfzN",1,19
156,"clwAvhgTJuIKhHGiACCzv57DT",1,10
157,"clw3xhzKT6JWndhxo78xogFU1",1,14
158,"clwwGYzFfZ2QEJ7Y70kVl88UG",1,9
159,"clwQgFW0j7METJsNBXSq1CDg8",1,4
160,"clwW5biB6Pot2Ges4hfOa8mX8",1,1
161,"clwuEiwM0e2hhtrjQ7Pe8CZ9i",1,24
162,"clwxAftycpIJUhV2H9tLmHAt8",1,14
163,"clwebd5CZj0pP5balgoww3VP4",1,5
164,"clwWabtTyuu49zNiOehz3xSzs",1,9
165,"clwfLDWnF99KwSt0aDkFn8je8",1,10
166,"clwbPT95gh0q84aO0GVgNXPZw",1,6
167,"clwR64WzQMBqlj9YRZdrT1mla",1,9
168,"clwivWPsUoCfpszgfaon2Ocl2",1,24
169,"clwk5rBxUJSnlhIV4tOb1C4DM",1,18
170,"clwczjDgBO9qnr5ksQoGB1hcn",1,22
171,"clwThhznNIwkrpHrUmxreW4Yq",1,23
172,"clwV1VSA5PzZrXC2azIsEAqGk",1,0
173,"clw9aa9RQRjJ2E16pIi3XcVb6",1,15
174,"clwFfRGuvsUJo7B9NXW0DEdqR",1,18
175,"clwaLAE1BIAJTnuDP0mgQczXX",1,3
176,"clwX2luN9Xic4i6pqwwDZZUu1",1,14
177,"clwfbteWmgy5Ilgwr6dCxxVqa",1,5
178,"clwO3PMs15XEHlhwduDhzpFPw",1,10
179,"clwqkaAsUz0h7zsg6n6ccYldU",1,9
180,"clwRNEGM3LdtcpmD5d16ZWME0",1,0
181,"clwXj2eLPWYlTmzldZY0SOziO",1,15
182,"clweZmOhKdogYfMRV05jbxtER",1,14
183,"clwNwBofVcBMKjJhHJW75PvEY",1,0
184,"clw5gO8WpU2wrFXx5cnOWhMNB",1,21
185,"clwEVYhlM5Nx0FOw19sbkkQ6Z",1,7
186,"clwcVPDIJsJfNiVP4X4WZDtj5",1,1
187,"clwUG9BuU1V7Qpb09ciJl6gbE",1,24
188,"clwn2GdUQNO7E4izYL7yvGOdy",1,2
189,"clw2iwAgDGYNpZtjjJiYV0Ecw",1,23
190,"clwXY31hmtN7w8bfPtnbgtPoQ",1,15
191,"clwawYCqcttQSaj4itslPsQQU",1,4
192,"clwbnkmfDjaaTnoepnbljoGyh",1,6
193,"clw1dZAlFqRGjcchPColJTUFw",1,19
194,"clwPslPMgEFHGaUJK1t1rXpGh",1,7
195,"clwyqSHE2FVeOIMMEuIuIExD7",1,15
196,"clwDCX1SKrFig23lp6AAm3Ixy",1,24
197,"clwjv1ezLRhECKq2uCMSFOHcV",1,23
198,"clw0UBiTjOPa5LOhrR9kQFtno",1,24
199,"clw3efhWFXRBP23Ub9Bxvhg2Z",1,24
200,"clw3ZQ9PdHape7GPjR1wyCw22",1,5
201,"clwK1dWNuAjxJR3rx3h4jltGf",1,24
202,"clwXdlRKc6Y2tVpwjuNnPtd4z",1,1
203,"clwDOsRlV4DRjiSy2GhQCKAZ2",1,0
204,"clwzYpUEuA0zuh3r211oHSul2",1,1
205,"clwncg3I54XEsDoiy8zs3O6Gm",1,21
206,"clwzm3MOAunNqvApbZr5cp2Sc",1,24
207,"clwkzReCWf4cGTav862hfFEd5",1,4
208,"clwsRhC3WVGP0M35AzLHtWSZP",1,9
209,"clwn7fmt3IkOL7GfFvt219sZc",1,23
210,"clwOwbNBERs36EkW7vh2q2lt6",1,19
211,"clwJRncrWfwUb5WDoBPUKDzUG",1,6
212,"clwlkV3z1Ge9FQHuZcOr7Ahxx",1,18
213,"clwRxG6ZZ9n8h8cI1YEfltvau",1,23
214,"clwM5yv4aiD4wig2BhH2vo9cp",1,5
215,"clw1KnkO7yMCSkRrdLGCH5GKi",1,18
216,"clwWtuj2kYy6oMTx7wPv4aFaP",1,8
217,"clw3i6wgmpQ5ksMuHoOji5ijp",1,4
218,"clw6nUGbRluJHFAtzYYN7Bdf7",1,20
219,"clw9DgrhveRXWCSNwa7uXiBZQ",1,17
220,"clwxZc7ba30xSaDl9q0TElpRK",1,16
221,"clwlPWtOz65NWaPQrT1tHBZA2",1,8
222,"clwVVgSCNEu1PBqLvebgavOq7",1,5
223,"clwW9by2pRG5Ild7n1JqYVdxr",1,10
224,"clwJl6DMFzLRL9afeRryBQ5kQ",1,8
225,"clwPqXg3uhF0piABnyK7IJgD2",1,4
226,"clwSSK8UU0bYmUyWcTHBVThPf",1,9
227,"clwpJfsKAZjnYhzqRqL4qLKPo",1,2
228,"clw0CJBmIn9l5mKPvIb7PeU6O",1,12
229,"clwh5NldSaPXSjEnyPVv39xg8",1,5
230,"clwuZrnEK2Gnh432rcpB1voEG",1,21
231,"clwELStmSoqcLyYG3GBN60ZhP",1,21
232,"clwbUnlFfyqhXQMI2Mg6RcRun",1,24
233,"clwwlFyJt2JvsurBV8h1lA7MK",1,24
234,"clw9fLQiSJ7YM0s7OOsjnCrpo",1,21
235,"clwx9Q5XzCTxE7E5ChgG9jQEf",1,18
236,"clwzGn4vmGoFdLvF4l2onYQUz",1,4
237,"clwt8vGWFu31kZW7DmW8XCCrn",1,22
238,"clwGBlyUpOhUDqG4meARnIrIL",1,3
239,"clwPIldvKFqKKdsjpIJY6ZSlW",1,13
240,"clwkUdGXffEkIyPTSTre5335R",1,20
241,"clwL1ob4WmVO7ezq6lSU3cMta",1,9
242,"clwy3UR1e5zB4TrHvaDr3B128",1,7
243,"clwScrSNFADMfbKYma1MV9XfW",1,11
244,"clw6pvDUMgkyFExaJxA43rdad",1,6
245,"clwdVBkh2vpaesuUsfcc3Fgp8",1,8
246,"clwt4q8ybwRDi5e3YBXkGrivL",1,22
247,"clwo9nZrbjSzve8xi9fh8GkeP",1,5
248,"clwj8OFIb692ty4V05GkQPde4",1,9
249,"clwUbW7X9KME185e4zrBzfNvt",1,22
250,"clw9BxKMM45gqXgc0bU2YRmkD",1,3
251,"clwAWCXdeMByPIlQRYScOCTCK",1,15
252,"clwB5sbFDgZhE6pXpchaVuMBq",1,15
253,"clwuzGmOj0AVuDyGiNglcoNho",1,13
254,"clwrhi1gUX5ooSKqAu7ZVHj4h",1,4
255,"clwe3nnNJ974Z2PZ4mjBt6wIa",1,13
256,"clwfZiC0gKrWkx8HqrLZ9ahDE",1,3
257,"clw3q1XDBI1Pucuh4kuNyoBEM",1,9
258,"clwX7dnVbgrfADfJmft57A1BS",1,9
259,"clwus7KPIxQpkIpnboeDKSFGX",1,4
260,"clwmH6V8MCh7M0cIDAMIgKTpm",1,19
261,"clwVMqwladaZPCJxVhD1sgnqv",1,22
262,"clwAfrPuAp7OEI3PrspaolSWG",1,8
263,"clwFmkmJxcTlHEfuSTPKWh7p8",1,5
264,"clwJp5wGzKdDTTEkqhWgD4Je7",1,21
265,"clwLEUbVqlrZrYE5qvKqqIw8U",1,0
266,"clwMwDCOYwFhGS30YNoVJeqkr",1,19
